wavenumber_cm_inv,reflectance_percent
485.4915,59.9437034
485.9736,59.72845714
486.4557,59.50480506
486.9379,59.30370586
487.42,59.10185192
487.9021,58.88957133
488.3842,58.67362035
488.8663,58.44055186
489.3484,58.24100644
489.8306,58.00498052
490.3127,57.73480236
490.7948,57.52699066
491.2769,57.24755635
491.759,56.99370499
492.2411,56.688011
492.7233,56.4043376
493.2054,56.10446919
493.6875,55.78548425
494.1696,55.5012512
494.6517,55.19972951
495.1339,54.89996362
495.616,54.60106633
496.0981,54.33568151
496.5802,54.05203715
497.0623,53.78826695
497.5444,53.52422727
498.0266,53.2821095
498.5087,53.0117832
498.9908,52.75639675
499.4729,52.49821391
499.955,52.2237844
500.4371,51.93948283
500.9193,51.65381866
501.4014,51.34273912
501.8835,51.03740302
502.3656,50.75019019
502.8477,50.42081895
503.3298,50.13144431
503.812,49.8270949
504.2941,49.52653182
504.7762,49.23981347
505.2583,48.94007995
505.7404,48.61617708
506.2225,48.2848072
506.7047,47.93947208
507.1868,47.60044164
507.6689,47.23106379
508.151,46.85329
508.6331,46.49534539
509.1152,46.1699827
509.5974,45.83059147
510.0795,45.52318405
510.5616,45.19978759
511.0437,44.90093758
511.5258,44.60509998
512.0079,44.31083672
512.4901,43.99232688
512.9722,43.69188797
513.4543,43.39363046
513.9364,43.08116594
514.4185,42.70560019
514.9006,42.36248436
515.3828,41.97059348
515.8649,41.55870036
516.347,41.11370764
516.8291,40.66544626
517.3112,40.19422675
517.7933,39.71410381
518.2755,39.21934042
518.7576,38.73137448
519.2397,38.24513916
519.7218,37.75437219
520.2039,37.29208932
520.686,36.85293848
521.1682,36.40472867
521.6503,35.96764962
522.1324,35.5524713
522.6145,35.12938889
523.0966,34.7172858
523.5787,34.28594186
524.0609,33.86967158
524.543,33.44435258
525.0251,33.01761543
525.5072,32.5515721
525.9893,32.09210125
526.4714,31.65856289
526.9536,31.20170916
527.4357,30.76232276
527.9178,30.29687527
528.3999,29.87285335
528.882,29.42428723
529.3641,28.97034461
529.8463,28.55404393
530.3284,28.11759012
530.8105,27.69782468
531.2926,27.23956736
531.7747,26.79942225
532.2568,26.35880613
532.739,25.90361178
533.2211,25.51852679
533.7032,25.08297796
534.1853,24.6773123
534.6674,24.24450805
535.1495,23.79084899
535.6317,23.36116265
536.1138,22.9330131
536.5959,22.50390072
537.078,22.06615514
537.5601,21.59869811
538.0422,21.17640544
538.5244,20.73782275
539.0065,20.30308516
539.4886,19.86847365
539.9707,19.44783174
540.4528,19.01050656
540.9349,18.58537413
541.4171,18.17816019
541.8992,17.74714907
542.3813,17.33252864
542.8634,16.94557372
543.3455,16.51731038
543.8276,16.09063252
544.3098,15.68225761
544.7919,15.24577352
545.274,14.84546578
545.7561,14.46508914
546.2382,14.04970556
546.7203,13.6539802
547.2025,13.25258783
547.6846,12.86434182
548.1667,12.49319927
548.6488,12.11975598
549.1309,11.74574802
549.613,11.4063846
550.0952,11.07077541
550.5773,10.71948745
551.0594,10.38121911
551.5415,10.05459857
552.0236,9.74581312
552.5057,9.435986055
552.9879,9.147758136
553.47,8.860353534
553.9521,8.553612493
554.4342,8.29044442
554.9163,8.013968274
555.3984,7.734286896
555.8806,7.459237541
556.3627,7.193446952
556.8448,6.945369369
557.3269,6.675132641
557.809,6.411103426
558.2911,6.192754633
558.7733,5.946425896
559.2554,5.723256301
559.7375,5.499411841
560.2196,5.310431925
560.7017,5.12200302
561.1838,4.946012483
561.666,4.800803851
562.1481,4.653500665
562.6302,4.514580971
563.1123,4.378148302
563.5944,4.275026905
564.0765,4.16782224
564.5587,4.071646478
565.0408,3.978823949
565.5229,3.8846421
566.005,3.813240689
566.4871,3.760170032
566.9692,3.730698132
567.4514,3.662877103
567.9335,3.63954673
568.4156,3.624810009
568.8977,3.621869073
569.3798,3.641631961
569.8619,3.636932036
570.3441,3.649392104
570.8262,3.696656795
571.3083,3.732222179
571.7904,3.789073267
572.2725,3.825092815
572.7546,3.857528032
573.2368,3.991950951
573.7189,4.061899389
574.201,4.153561851
574.6831,4.268113988
575.1652,4.394617178
575.6473,4.54404779
576.1295,4.694270851
576.6116,4.862382337
577.0937,5.032904941
577.5758,5.188024269
578.0579,5.370494219
578.54,5.54472764
579.0222,5.725469435
579.5043,5.924747667
579.9864,6.10453335
580.4685,6.301875566
580.9506,6.50360599
581.4327,6.730267769
581.9149,6.964183767
582.397,7.203389847
582.8791,7.450270354
583.3612,7.699468015
583.8433,7.995438175
584.3254,8.305601767
584.8076,8.61139567
585.2897,8.935920788
585.7718,9.242487129
586.2539,9.58377454
586.736,9.887808632
587.2181,10.20663579
587.7003,10.53551748
588.1824,10.8435332
588.6645,11.18261476
589.1466,11.50344678
589.6287,11.82326459
590.1108,12.15895203
590.593,12.54571305
591.0751,12.90741346
591.5572,13.28458622
592.0393,13.643428
592.5214,14.05484102
593.0035,14.44526194
593.4857,14.83259308
593.9678,15.2242555
594.4499,15.61632331
594.932,16.02846165
595.4141,16.38777673
595.8962,16.78836671
596.3784,17.18709064
596.8605,17.58058139
597.3426,17.97389827
597.8247,18.3614616
598.3068,18.77315773
598.7889,19.15535792
599.2711,19.54373454
599.7532,19.94898453
600.2353,20.34613673
600.7174,20.78364608
601.1995,21.18441401
601.6816,21.60086229
602.1638,22.00231979
602.6459,22.44214279
603.128,22.83367812
603.6101,23.23686511
604.0922,23.65590315
604.5743,24.07312491
605.0565,24.46458423
605.5386,24.86257516
606.0207,25.2566184
606.5028,25.65270122
606.9849,26.05472111
607.467,26.44266489
607.9492,26.84109843
608.4313,27.2223936
608.9134,27.61687302
609.3955,27.99765048
609.8776,28.38947701
610.3597,28.77425536
610.8419,29.14773494
611.324,29.54338993
611.8061,29.91887017
612.2882,30.30583975
612.7703,30.67279989
613.2524,31.05869214
613.7346,31.41903348
614.2167,31.82009019
614.6988,32.21699169
615.1809,32.63801517
615.663,33.00697457
616.1451,33.41494539
616.6273,33.8318495
617.1094,34.2065368
617.5915,34.64727701
618.0736,35.01116414
618.5557,35.44072733
619.0378,35.79118283
619.52,36.19357985
620.0021,36.54331388
620.4842,36.91747517
620.9663,37.27959439
621.4484,37.63535993
621.9305,38.00772527
622.4127,38.37173678
622.8948,38.72791061
623.3769,39.06473806
623.859,39.43766115
624.3411,39.80779702
624.8232,40.16568546
625.3054,40.51068578
625.7875,40.88199584
626.2696,41.23662107
626.7517,41.5790783
627.2338,41.91952958
627.7159,42.23256235
628.1981,42.56362894
628.6802,42.88112708
629.1623,43.18998885
629.6444,43.49086983
630.1265,43.79295
630.6086,44.0672946
631.0908,44.36068208
631.5729,44.67324371
632.055,44.97638948
632.5371,45.26305855
633.0192,45.53078396
633.5013,45.85172071
633.9835,46.15118927
634.4656,46.45192218
634.9477,46.78752458
635.4298,47.0807713
635.9119,47.41511686
636.394,47.70306938
636.8762,48.03144732
637.3583,48.32171638
637.8404,48.59437482
638.3225,48.89619864
638.8046,49.18142567
639.2867,49.46610927
639.7689,49.73535622
640.251,49.9892846
640.7331,50.24049717
641.2152,50.49466735
641.6973,50.73345862
642.1794,50.96295066
642.6616,51.22294135
643.1437,51.46055812
643.6258,51.71093032
644.1079,51.9449822
644.59,52.14810375
645.0721,52.38705282
645.5543,52.60277871
646.0364,52.83739189
646.5185,53.04146198
647.0006,53.25837743
647.4827,53.47733837
647.9648,53.67057859
648.447,53.86780616
648.9291,54.0737983
649.4112,54.28794379
649.8933,54.4955419
650.3754,54.71978402
650.8575,54.90642331
651.3397,55.10061849
651.8218,55.33948295
652.3039,55.53836943
652.786,55.75317643
653.2681,55.99221374
653.7502,56.18216473
654.2324,56.39249691
654.7145,56.62038121
655.1966,56.83679537
655.6787,57.02941573
656.1608,57.22492752
656.6429,57.41508757
657.125,57.60986437
657.6072,57.77480038
658.0892,57.97588358
658.5714,58.1269557
659.0535,58.3173698
659.5356,58.46031225
660.0177,58.60904078
660.4999,58.78350182
660.9819,58.95070634
661.4641,59.07993651
661.9462,59.23797727
662.4283,59.4149977
662.9104,59.5334427
663.3926,59.70509409
663.8746,59.82441062
664.3568,59.94515181
664.8389,60.08921548
665.321,60.22448757
665.8031,60.38008105
666.2853,60.53230203
666.7673,60.71123893
667.2495,60.90271494
667.7316,61.13423693
668.2137,61.33298454
668.6958,61.5443657
669.178,61.75432878
669.66,61.90834345
670.1422,62.04842868
670.6243,62.17147133
671.1064,62.28044002
671.5885,62.3612679
672.0707,62.45990368
672.5527,62.53834297
673.0349,62.62697131
673.517,62.74180911
673.9991,62.84362191
674.4812,62.94969247
674.9634,63.06337209
675.4454,63.18666869
675.9276,63.29966459
676.4097,63.40906793
676.8918,63.52389512
677.3739,63.62176636
677.8561,63.75158491
678.3381,63.87821921
678.8203,63.99504851
679.3024,64.11001914
679.7845,64.21888819
680.2666,64.34140886
680.7488,64.44900104
681.2308,64.56656793
681.713,64.67398066
682.1951,64.7889744
682.6772,64.92197316
683.1593,65.05770739
683.6415,65.16666958
684.1235,65.27187975
684.6057,65.35717784
685.0878,65.49084126
685.5699,65.58670042
686.052,65.67423907
686.5342,65.75326303
687.0162,65.85715542
687.4984,65.91876762
687.9805,65.99417613
688.4626,66.08577021
688.9447,66.17296271
689.4269,66.23007557
689.9089,66.3195502
690.3911,66.40842729
690.8732,66.50153616
691.3553,66.58620873
691.8374,66.67787799
692.3196,66.76900904
692.8016,66.86587063
693.2838,66.97562764
693.7659,67.07726997
694.248,67.17165265
694.7301,67.25720813
695.2123,67.35881994
695.6943,67.42373282
696.1765,67.50252591
696.6586,67.58272973
697.1407,67.65592519
697.6228,67.69172147
698.105,67.76863162
698.587,67.84356804
699.0692,67.89963426
699.5513,67.93866481
700.0334,68.00144419
700.5155,68.0530977
700.9977,68.11964296
701.4797,68.17673283
701.9619,68.23202707
702.444,68.29814935
702.9261,68.34941724
703.4082,68.40520289
703.8904,68.49943407
704.3724,68.56783603
704.8546,68.62698136
705.3367,68.68513601
705.8188,68.74404286
706.3009,68.82058983
706.7831,68.88239164
707.2651,68.92443579
707.7473,68.9859335
708.2294,69.03209625
708.7115,69.08162593
709.1936,69.13403862
709.6758,69.1640338
710.1578,69.20539566
710.64,69.24250222
711.1221,69.27925493
711.6042,69.32357704
712.0863,69.36551272
712.5685,69.4223518
713.0505,69.46996079
713.5327,69.54027909
714.0148,69.57390672
714.4969,69.61497894
714.979,69.67429137
715.4612,69.72351188
715.9432,69.74402599
716.4254,69.79964967
716.9075,69.84397588
717.3896,69.88118307
717.8717,69.89070415
718.3539,69.954015
718.8359,69.96496578
719.3181,70.00090744
719.8002,70.03851018
720.2823,70.07731559
720.7644,70.12341262
721.2466,70.15230278
721.7286,70.1780545
722.2108,70.20277146
722.6929,70.276309
723.175,70.29102724
723.6571,70.34601054
724.1393,70.37947049
724.6213,70.40395678
725.1035,70.43649842
725.5856,70.48744712
726.0677,70.50545991
726.5498,70.54353334
727.032,70.56973301
727.514,70.59709671
727.9962,70.63083609
728.4783,70.64437052
728.9604,70.66405333
729.4425,70.70320419
729.9247,70.72495344
730.4067,70.7519956
730.8889,70.72948855
731.371,70.75035997
731.8531,70.74125685
732.3352,70.76021091
732.8174,70.78005395
733.2994,70.75440216
733.7816,70.74323477
734.2637,70.75768787
734.7458,70.73690111
735.2279,70.78983652
735.7101,70.77464349
736.1921,70.79081046
736.6743,70.7869288
737.1564,70.8301642
737.6385,70.83082664
738.1206,70.85655726
738.6028,70.8568674
739.0848,70.86506737
739.567,70.86684928
740.0491,70.85808629
740.5312,70.89034566
741.0133,70.88245479
741.4955,70.87703026
741.9775,70.90793914
742.4597,70.90294533
742.9418,70.90612663
743.424,70.91134958
743.906,70.92985356
744.3882,70.91709771
744.8702,70.94119555
745.3524,70.94993587
745.8345,70.95073551
746.3167,70.96233209
746.7987,70.95462874
747.2809,70.96820644
747.7629,70.9637416
748.2451,70.95846611
748.7272,70.96047334
749.2094,70.9475883
749.6914,70.93439946
750.1736,70.95782779
750.6556,70.93467989
751.1378,70.95149796
751.6199,70.95151418
752.1021,70.94046401
752.5841,70.92372186
753.0663,70.92984164
753.5483,70.91989718
754.0305,70.90904839
754.5126,70.90291788
754.9948,70.88170402
755.4768,70.86702132
755.959,70.82922569
756.441,70.83011447
756.9232,70.78232379
757.4053,70.78965981
757.8875,70.75979878
758.3695,70.72998603
758.8517,70.72993195
759.3337,70.70963838
759.8159,70.71115849
760.298,70.68719684
760.7802,70.70245133
761.2622,70.67555166
761.7444,70.63463692
762.2264,70.65440216
762.7086,70.62960065
763.1907,70.60143776
763.6729,70.58571582
764.1549,70.53963813
764.6371,70.53587541
765.1191,70.50800536
765.6013,70.46594236
766.0834,70.44227188
766.5656,70.41096986
767.0476,70.37329421
767.5298,70.34610383
768.0118,70.35763137
768.494,70.34092389
768.9761,70.29467543
769.4583,70.27370236
769.9403,70.25166468
770.4225,70.22159851
770.9045,70.18441564
771.3867,70.1806419
771.8688,70.17963444
772.351,70.13897191
772.833,70.10763583
773.3152,70.09969437
773.7972,70.06747292
774.2794,70.02030561
774.7615,69.98924197
775.2437,69.94889714
775.7257,69.90794954
776.2079,69.84942527
776.6899,69.80182351
777.1721,69.74062671
777.6542,69.70269411
778.1364,69.66394653
778.6184,69.63420596
779.1006,69.58899828
779.5826,69.56631268
780.0648,69.5255994
780.5469,69.50074772
781.0291,69.46416707
781.5111,69.41164674
781.9933,69.35153894
782.4753,69.34358055
782.9575,69.2810121
783.4396,69.21981957
783.9218,69.18207819
784.4038,69.10886756
784.886,69.0518733
785.368,68.97390132
785.8502,68.95203972
786.3323,68.89476831
786.8145,68.82001195
787.2965,68.75635924
787.7787,68.71696823
788.2607,68.64740036
788.7429,68.5850848
789.225,68.50662974
789.7072,68.44889661
790.1892,68.42369432
790.6714,68.37755157
791.1534,68.30080869
791.6356,68.25209396
792.1177,68.18792391
792.5999,68.13490982
793.0819,68.06615936
793.5641,68.01207415
794.0461,67.95278942
794.5283,67.88674168
795.0104,67.84766258
795.4926,67.78657473
795.9746,67.69353093
796.4568,67.62011007
796.9388,67.5366374
797.421,67.47043239
797.9031,67.41658775
798.3853,67.33782507
798.8673,67.26513603
799.3495,67.20153775
799.8315,67.13160066
800.3137,67.06645835
800.7958,66.98919408
801.278,66.92697954
801.76,66.83618075
802.2422,66.75763018
802.7242,66.67653974
803.2064,66.59224256
803.6885,66.51403953
804.1707,66.43183228
804.6527,66.3276415
805.1349,66.26840657
805.6169,66.16723728
806.0991,66.0771598
806.5812,66.00560206
807.0634,65.92776487
807.5454,65.84462871
808.0276,65.76541346
808.5096,65.67229532
808.9918,65.58467104
809.4739,65.49216338
809.9561,65.40331204
810.4381,65.29122612
810.9203,65.23065915
811.4023,65.10969706
811.8845,65.01575851
812.3666,64.9181421
812.8488,64.84142413
813.3308,64.72496117
813.813,64.61805757
814.295,64.51355489
814.7772,64.38710337
815.2593,64.26369547
815.7415,64.13256145
816.2235,64.01015896
816.7057,63.87590816
817.1877,63.79843677
817.6699,63.6686016
818.152,63.56834834
818.6342,63.44343671
819.1162,63.35187379
819.5984,63.23923024
820.0804,63.13396577
820.5626,63.01329714
821.0447,62.88937605
821.5269,62.77149736
822.0089,62.65816177
822.4911,62.5282535
822.9731,62.43479798
823.4553,62.27958765
823.9374,62.16723911
824.4196,62.03742429
824.9016,61.90744362
825.3838,61.76188226
825.8658,61.62614831
826.348,61.51145485
826.8301,61.37906036
827.3123,61.26586079
827.7943,61.11583155
828.2765,60.96057379
828.7585,60.82710903
829.2407,60.68568679
829.7228,60.56023812
830.205,60.40507992
830.687,60.26830511
831.1692,60.08641654
831.6512,59.94624812
832.1334,59.80867042
832.6155,59.65178832
833.0977,59.51608239
833.5797,59.33162453
834.0619,59.19057055
834.5439,59.03296164
835.0261,58.87246318
835.5082,58.70187695
835.9904,58.54289394
836.4724,58.3718589
836.9546,58.1985616
837.4366,58.0440509
837.9188,57.84671293
838.4009,57.70404027
838.8831,57.4983651
839.3651,57.3418336
839.8473,57.17049359
840.3293,57.00169095
840.8115,56.83141946
841.2936,56.65034352
841.7758,56.47198597
842.2578,56.2779738
842.74,56.09626227
843.222,55.92334355
843.7042,55.73014626
844.1863,55.54015072
844.6685,55.32716504
845.1505,55.14653253
845.6327,54.93233783
846.1147,54.73243053
846.5969,54.51157585
847.079,54.30416792
847.5612,54.12289583
848.0432,53.88051615
848.5254,53.68718914
849.0074,53.4581549
849.4896,53.23181397
849.9717,53.02406519
850.4539,52.80908232
850.9359,52.61002433
851.4181,52.40332412
851.9001,52.17975701
852.3823,51.95668298
852.8644,51.76220918
853.3466,51.54212835
853.8286,51.3152113
854.3108,51.10704878
854.7928,50.8936014
855.275,50.65720706
855.7571,50.43823278
856.2393,50.21751569
856.7213,49.95975023
857.2035,49.7341094
857.6855,49.48293952
858.1677,49.22586931
858.6498,48.97779191
859.132,48.72469982
859.614,48.4618566
860.0962,48.20218935
860.5782,47.95232751
861.0604,47.6719635
861.5425,47.40117491
862.0247,47.14324839
862.5067,46.89553882
862.9889,46.62734815
863.4709,46.37091884
863.9531,46.08302719
864.4352,45.81162174
864.9174,45.52589299
865.3994,45.23822235
865.8816,44.94612853
866.3636,44.65113387
866.8458,44.38185053
867.3279,44.08334264
867.8101,43.79323324
868.2921,43.51386349
868.7743,43.20015389
869.2563,42.92896247
869.7385,42.61367653
870.2206,42.3308008
870.7028,42.02263094
871.1848,41.71515854
871.667,41.40412831
872.149,41.09864126
872.6312,40.7749882
873.1133,40.45051859
873.5955,40.12565459
874.0775,39.82440121
874.5597,39.51690982
875.0417,39.1707444
875.5239,38.86314788
876.006,38.53450886
876.4882,38.20717036
876.9702,37.88055719
877.4524,37.55337659
877.9344,37.22644604
878.4166,36.89533288
878.8987,36.55050796
879.3809,36.18261206
879.8629,35.84697119
880.3451,35.51576997
880.8271,35.15093369
881.3093,34.82299986
881.7914,34.46610822
882.2736,34.11795041
882.7556,33.76301861
883.2378,33.40958728
883.7198,33.04366388
884.202,32.70315511
884.6841,32.3442138
885.1663,31.9856562
885.6483,31.62180219
886.1305,31.26065059
886.6125,30.91765633
887.0947,30.53431528
887.5768,30.16741236
888.059,29.79147346
888.541,29.41500256
889.0232,29.03201757
889.5052,28.68918111
889.9874,28.32844523
890.4695,27.93795991
890.9517,27.54820388
891.4337,27.17538945
891.9159,26.79514823
892.3979,26.42433134
892.8801,26.03942921
893.3622,25.67236055
893.8444,25.28955693
894.3264,24.91332373
894.8086,24.51691951
895.2906,24.15185769
895.7728,23.7763246
896.2549,23.38748724
896.7371,23.00288309
897.2191,22.61338986
897.7013,22.23214978
898.1833,21.84333059
898.6655,21.45500446
899.1476,21.06203754
899.6298,20.69347458
900.1118,20.29507561
900.594,19.9001753
901.076,19.51551994
901.5582,19.11819459
902.0403,18.7416866
902.5225,18.36578695
903.0045,17.98346223
903.4867,17.61370086
903.9688,17.22964599
904.4509,16.87834612
904.933,16.4627775
905.4152,16.11148854
905.8972,15.73855778
906.3794,15.35285437
906.8615,15.00007043
907.3436,14.63482497
907.8257,14.28493139
908.3079,13.90595006
908.7899,13.53832327
909.2721,13.18413535
909.7542,12.83993343
910.2363,12.46246754
910.7184,12.11378359
911.2006,11.77324687
911.6826,11.44608301
912.1647,11.10130873
912.6469,10.76327887
913.129,10.43212543
913.6111,10.12345063
914.0932,9.794889417
914.5753,9.471036893
915.0574,9.164129918
915.5396,8.824890912
916.0217,8.517944379
916.5038,8.194361741
916.9859,7.890916986
917.468,7.586458673
917.9501,7.266867376
918.4323,6.986448974
918.9144,6.670362649
919.3965,6.375457679
919.8786,6.092650796
920.3607,5.817321751
920.8428,5.556994681
921.325,5.30458002
921.8071,5.056231035
922.2892,4.804474883
922.7713,4.575025343
923.2534,4.334208789
923.7355,4.102752933
924.2177,3.864318557
924.6998,3.666319473
925.1819,3.432570928
925.664,3.214313807
926.1461,3.00739075
926.6282,2.799368911
927.1104,2.615133075
927.5925,2.434690912
928.0746,2.238484574
928.5567,2.062764472
929.0388,1.904799826
929.5209,1.755750125
930.0031,1.604234709
930.4852,1.460570219
930.9673,1.314465704
931.4494,1.205135709
931.9315,1.089053415
932.4136,0.951116421
932.8958,0.861704889
933.3779,0.772165727
933.86,0.683580317
934.3421,0.610629804
934.8242,0.529143279
935.3063,0.459075858
935.7885,0.401852252
936.2706,0.324871178
936.7527,0.279248279
937.2348,0.241188935
937.7169,0.23029661
938.199,0.189580659
938.6812,0.18340198
939.1633,0.166149145
939.6454,0.14087704
940.1275,0.15734356
940.6096,0.134384598
941.0917,0.163609679
941.5739,0.19076347
942.056,0.209592204
942.5381,0.234245222
943.0202,0.296040742
943.5023,0.338728757
943.9844,0.400919806
944.4666,0.48959744
944.9487,0.567669005
945.4308,0.652521049
945.9129,0.733302542
946.395,0.830658065
946.8771,0.928680825
947.3593,1.041464195
947.8414,1.157058565
948.3235,1.271315949
948.8056,1.408434911
949.2877,1.543741535
949.7698,1.684135095
950.252,1.819510193
950.7341,1.959364412
951.2162,2.131809651
951.6983,2.292712969
952.1804,2.420841563
952.6625,2.621851926
953.1447,2.799269134
953.6268,2.966246193
954.1089,3.154504457
954.591,3.325352118
955.0731,3.530457152
955.5552,3.738893206
956.0374,3.946916935
956.5195,4.166428652
957.0016,4.381730447
957.4837,4.608783131
957.9658,4.827593758
958.4479,5.068941097
958.9301,5.303155356
959.4122,5.537011631
959.8943,5.78928939
960.3764,6.044353477
960.8585,6.269259623
961.3406,6.538623352
961.8228,6.765988045
962.3049,7.047730937
962.787,7.299548415
963.2691,7.584017563
963.7512,7.850607322
964.2333,8.118011668
964.7155,8.388994653
965.1976,8.671351285
965.6797,8.967699331
966.1618,9.254496243
966.6439,9.534123848
967.126,9.826344827
967.6082,10.12485195
968.0903,10.44344505
968.5724,10.73711232
969.0545,11.00846122
969.5366,11.32625296
970.0187,11.62322681
970.5009,11.93130429
970.983,12.22746261
971.4651,12.52247685
971.9472,12.83448003
972.4293,13.13634104
972.9114,13.44820058
973.3936,13.77121095
973.8757,14.05606717
974.3578,14.38725458
974.8399,14.6843259
975.322,15.02126005
975.8041,15.33646705
976.2863,15.64020873
976.7684,15.93774294
977.2505,16.27217443
977.7326,16.57403995
978.2147,16.88941278
978.6968,17.21318705
979.179,17.52990035
979.6611,17.84429742
980.1432,18.17773665
980.6253,18.47643023
981.1074,18.81452682
981.5895,19.12950136
982.0717,19.45340449
982.5538,19.77693344
983.0359,20.06741785
983.518,20.39753608
984.0001,20.72130927
984.4822,21.04283094
984.9644,21.33679902
985.4465,21.62297427
985.9286,21.9669428
986.4107,22.26465746
986.8928,22.59513757
987.3749,22.89814463
987.8571,23.20948417
988.3392,23.52231077
988.8213,23.83333842
989.3034,24.13637316
989.7855,24.43425555
990.2676,24.74786703
990.7498,25.04073826
991.2319,25.34527835
991.714,25.65261307
992.1961,25.93525223
992.6782,26.24085683
993.1603,26.54144862
993.6425,26.82437693
994.1246,27.12904995
994.6067,27.41771344
995.0888,27.72097571
995.5709,28.02084563
996.053,28.30345638
996.5352,28.57482146
997.0173,28.86874551
997.4994,29.14234175
997.9815,29.43156638
998.4636,29.69329536
998.9457,29.98350024
999.4279,30.26625765
999.91,30.53945646
1000.392,30.81494145
1000.874,31.08260985
1001.356,31.35518532
1001.838,31.60998575
1002.321,31.87016318
1002.803,32.15714064
1003.285,32.40680766
1003.767,32.64996802
1004.249,32.91754129
1004.731,33.17142931
1005.213,33.41992418
1005.695,33.67771734
1006.177,33.92245531
1006.66,34.17780771
1007.142,34.4344051
1007.624,34.67316093
1008.106,34.92364705
1008.588,35.18421312
1009.07,35.41040591
1009.552,35.65545726
1010.034,35.90849036
1010.517,36.15848051
1010.999,36.39134635
1011.481,36.60940152
1011.963,36.86182357
1012.445,37.09363307
1012.927,37.33575776
1013.409,37.5824192
1013.891,37.80291639
1014.373,38.01817981
1014.856,38.26930011
1015.338,38.47080385
1015.82,38.70743715
1016.302,38.92660652
1016.784,39.13937383
