wavenumber_cm_inv,reflectance_percent
635.9119,49.60324887
636.394,49.95478755
636.8762,50.31117859
637.3583,50.62803178
637.8404,50.96596502
638.3225,51.29788876
638.8046,51.61560027
639.2867,51.9499494
639.7689,52.25402054
640.251,52.5643853
640.7331,52.87814932
641.2152,53.19858335
641.6973,53.49231688
642.1794,53.79188374
642.6616,54.08427783
643.1437,54.41680072
643.6258,54.70533027
644.1079,54.9935335
644.59,55.31379426
645.0721,55.60406094
645.5543,55.90259926
646.0364,56.21566308
646.5185,56.51843768
647.0006,56.81565855
647.4827,57.1009761
647.9648,57.38040419
648.447,57.68261133
648.9291,57.98609735
649.4112,58.25659539
649.8933,58.53420894
650.3754,58.8251518
650.8575,59.09839666
651.3397,59.34626919
651.8218,59.64088494
652.3039,59.8954645
652.786,60.12491105
653.2681,60.40143544
653.7502,60.64576957
654.2324,60.89104299
654.7145,61.10484314
655.1966,61.34006575
655.6787,61.54280661
656.1608,61.74244076
656.6429,61.96036202
657.125,62.15784879
657.6072,62.39187059
658.0892,62.55542808
658.5714,62.76741995
659.0535,62.99412513
659.5356,63.18366816
660.0177,63.38315053
660.4999,63.55964497
660.9819,63.77170227
661.4641,63.97430309
661.9462,64.15684358
662.4283,64.3409614
662.9104,64.51294795
663.3926,64.70509467
663.8746,64.86859011
664.3568,65.04695712
664.8389,65.18903889
665.321,65.34353547
665.8031,65.54513406
666.2853,65.75882812
666.7673,65.96905211
667.2495,66.22571563
667.7316,66.51255004
668.2137,66.83899495
668.6958,67.10069338
669.178,67.36027162
669.66,67.58145223
670.1422,67.71829026
670.6243,67.87410188
671.1064,67.9582726
671.5885,68.06074147
672.0707,68.1579945
672.5527,68.26326353
673.0349,68.38846478
673.517,68.49708618
673.9991,68.63543951
674.4812,68.78248491
674.9634,68.93121578
675.4454,69.09009761
675.9276,69.26561552
676.4097,69.40869141
676.8918,69.54243369
677.3739,69.7113705
677.8561,69.87061453
678.3381,70.00740083
678.8203,70.17199606
679.3024,70.32065373
679.7845,70.46803791
680.2666,70.59527881
680.7488,70.73924603
681.2308,70.8777048
681.713,71.0200073
682.1951,71.14787877
682.6772,71.31366869
683.1593,71.43278425
683.6415,71.5756559
684.1235,71.70154371
684.6057,71.82572756
685.0878,71.97334614
685.5699,72.07913476
686.052,72.20773138
686.5342,72.31315043
687.0162,72.4129968
687.4984,72.50591289
687.9805,72.60694371
688.4626,72.67808042
688.9447,72.79695941
689.4269,72.86716656
689.9089,72.97362085
690.3911,73.07036783
690.8732,73.14914358
691.3553,73.25878951
691.8374,73.35877266
692.3196,73.44621954
692.8016,73.53662871
693.2838,73.62555886
693.7659,73.71744442
694.248,73.81628454
694.7301,73.8863586
695.2123,73.99319017
695.6943,74.07656853
696.1765,74.17673386
696.6586,74.25323709
697.1407,74.35641229
697.6228,74.42460241
698.105,74.50532272
698.587,74.59155051
699.0692,74.67175084
699.5513,74.72513851
700.0334,74.79956826
700.5155,74.85932476
700.9977,74.93071539
701.4797,74.99686295
701.9619,75.07300912
702.444,75.12454004
702.9261,75.21339688
703.4082,75.27646147
703.8904,75.36652745
704.3724,75.44791051
704.8546,75.55153896
705.3367,75.62102402
705.8188,75.7053622
706.3009,75.76925034
706.7831,75.85228112
707.2651,75.93285839
707.7473,75.98312095
708.2294,76.03801599
708.7115,76.08166086
709.1936,76.14549383
709.6758,76.17668279
710.1578,76.23756393
710.64,76.26608279
711.1221,76.34599589
711.6042,76.41034686
712.0863,76.46605258
712.5685,76.5231978
713.0505,76.58074197
713.5327,76.64950037
714.0148,76.70502238
714.4969,76.76444931
714.979,76.80328119
715.4612,76.84976996
715.9432,76.93687976
716.4254,76.96686035
716.9075,77.01464143
717.3896,77.07183883
717.8717,77.1446698
718.3539,77.19933133
718.8359,77.24945078
719.3181,77.30529009
719.8002,77.36176418
720.2823,77.39553554
720.7644,77.45593826
721.2466,77.48041459
721.7286,77.52166854
722.2108,77.57258488
722.6929,77.59743626
723.175,77.6068937
723.6571,77.63963173
724.1393,77.67519812
724.6213,77.69399859
725.1035,77.73865282
725.5856,77.77227906
726.0677,77.80196892
726.5498,77.83176416
727.032,77.8492087
727.514,77.88020835
727.9962,77.90723184
728.4783,77.93373877
728.9604,77.97089332
729.4425,78.01811326
729.9247,78.03769244
730.4067,78.06176132
730.8889,78.10337932
731.371,78.10350968
731.8531,78.12500552
732.3352,78.16625832
732.8174,78.17981104
733.2994,78.21572076
733.7816,78.23531943
734.2637,78.26966728
734.7458,78.28485169
735.2279,78.32123897
735.7101,78.34051764
736.1921,78.36571463
736.6743,78.38584981
737.1564,78.42387703
737.6385,78.43467815
738.1206,78.46530378
738.6028,78.48531351
739.0848,78.50630441
739.567,78.51664605
740.0491,78.52172283
740.5312,78.56403787
741.0133,78.55551065
741.4955,78.58449985
741.9775,78.57426409
742.4597,78.59107982
742.9418,78.58752662
743.424,78.62626402
743.906,78.629364
744.3882,78.65102668
744.8702,78.64889962
745.3524,78.67274687
745.8345,78.68467846
746.3167,78.71348986
746.7987,78.70996178
747.2809,78.72152031
747.7629,78.73894163
748.2451,78.74376714
748.7272,78.72736298
749.2094,78.78103178
749.6914,78.77793833
750.1736,78.76631731
750.6556,78.76522675
751.1378,78.77790603
751.6199,78.77225359
752.1021,78.77221282
752.5841,78.75995448
753.0663,78.74646088
753.5483,78.72895453
754.0305,78.72644331
754.5126,78.71221408
754.9948,78.68290532
755.4768,78.67098704
755.959,78.68257678
756.441,78.6501129
756.9232,78.64899919
757.4053,78.63964662
757.8875,78.62650199
758.3695,78.61299127
758.8517,78.58140839
759.3337,78.56900754
759.8159,78.5618607
760.298,78.55044967
760.7802,78.53005278
761.2622,78.49878541
761.7444,78.49789476
762.2264,78.4722634
762.7086,78.48303149
763.1907,78.45828311
763.6729,78.4419816
764.1549,78.42153278
764.6371,78.41258944
765.1191,78.40653916
765.6013,78.37406518
766.0834,78.39554691
766.5656,78.37867882
767.0476,78.33852708
767.5298,78.33024878
768.0118,78.30967003
768.494,78.28761602
768.9761,78.24955642
769.4583,78.23582511
769.9403,78.21260307
770.4225,78.17192834
770.9045,78.08899019
771.3867,78.09700438
771.8688,78.06889327
772.351,78.04366653
772.833,78.01320894
773.3152,78.00508698
773.7972,77.96343668
774.2794,77.95814725
774.7615,77.92241473
775.2437,77.86960989
775.7257,77.84035106
776.2079,77.82785516
776.6899,77.76967498
777.1721,77.72842513
777.6542,77.68049099
778.1364,77.62571528
778.6184,77.56841739
779.1006,77.52420376
779.5826,77.46087238
780.0648,77.4371255
780.5469,77.41011625
781.0291,77.36323017
781.5111,77.34337962
781.9933,77.29475029
782.4753,77.27032411
782.9575,77.24212937
783.4396,77.21513117
783.9218,77.17939273
784.4038,77.13770238
784.886,77.10977545
785.368,77.07721451
785.8502,76.99962905
786.3323,76.98279514
786.8145,76.94145808
787.2965,76.89205937
787.7787,76.84768365
788.2607,76.78549454
788.7429,76.7494479
789.225,76.68645546
789.7072,76.5885752
790.1892,76.54586187
790.6714,76.48143767
791.1534,76.43872016
791.6356,76.37280148
792.1177,76.3143708
792.5999,76.24044757
793.0819,76.18785247
793.5641,76.14396016
794.0461,76.08610675
794.5283,76.02790567
795.0104,75.99608996
795.4926,75.9241235
795.9746,75.87621951
796.4568,75.83657717
796.9388,75.77631351
797.421,75.70861367
797.9031,75.64256696
798.3853,75.58153396
798.8673,75.521621
799.3495,75.45187232
799.8315,75.3852542
800.3137,75.29325073
800.7958,75.23230079
801.278,75.16328887
801.76,75.07516523
802.2422,74.99378052
802.7242,74.89812836
803.2064,74.81860694
803.6885,74.74552948
804.1707,74.64748241
804.6527,74.56783178
805.1349,74.50093723
805.6169,74.4260359
806.0991,74.36357478
806.5812,74.2616115
807.0634,74.1969659
807.5454,74.11690228
808.0276,74.03853978
808.5096,73.95860164
808.9918,73.88502147
809.4739,73.81024098
809.9561,73.73415176
810.4381,73.66123089
810.9203,73.5626599
811.4023,73.46714087
811.8845,73.39145271
812.3666,73.27842025
812.8488,73.17932507
813.3308,73.06485263
813.813,72.98230229
814.295,72.86941874
814.7772,72.73957199
815.2593,72.65274625
815.7415,72.53135401
816.2235,72.40081821
816.7057,72.30970149
817.1877,72.20477952
817.6699,72.09361132
818.152,71.9971604
818.6342,71.88801541
819.1162,71.77960337
819.5984,71.67546054
820.0804,71.56851691
820.5626,71.44412356
821.0447,71.36701157
821.5269,71.23111072
822.0089,71.10799663
822.4911,70.99746793
822.9731,70.85764326
823.4553,70.74615352
823.9374,70.59353944
824.4196,70.48746626
824.9016,70.34672324
825.3838,70.22738835
825.8658,70.09322613
826.348,69.95116875
826.8301,69.80964092
827.3123,69.71218128
827.7943,69.5544983
828.2765,69.42392001
828.7585,69.29076807
829.2407,69.16612092
829.7228,69.0201758
830.205,68.88992894
830.687,68.73957213
831.1692,68.5914613
831.6512,68.43869639
832.1334,68.29946575
832.6155,68.16069467
833.0977,68.02281146
833.5797,67.8711563
834.0619,67.68531445
834.5439,67.56059175
835.0261,67.38607287
835.5082,67.25189834
835.9904,67.07507233
836.4724,66.91183383
836.9546,66.73796261
837.4366,66.599758
837.9188,66.43313551
838.4009,66.2596437
838.8831,66.07969449
839.3651,65.9244605
839.8473,65.76083442
840.3293,65.57731007
840.8115,65.37668778
841.2936,65.22367483
841.7758,65.03941282
842.2578,64.83303661
842.74,64.64791688
843.222,64.44342299
843.7042,64.26929193
844.1863,64.06509346
844.6685,63.88398414
845.1505,63.66423186
845.6327,63.46016579
846.1147,63.28363045
846.5969,63.08564896
847.079,62.89151778
847.5612,62.67649474
848.0432,62.50110191
848.5254,62.32076984
849.0074,62.12909635
849.4896,61.90764437
849.9717,61.72222204
850.4539,61.50931347
850.9359,61.28985627
851.4181,61.08128183
851.9001,60.87051689
852.3823,60.6495587
852.8644,60.42356978
853.3466,60.20587232
853.8286,59.9691329
854.3108,59.76282502
854.7928,59.49067487
855.275,59.26556885
855.7571,59.02863235
856.2393,58.77598046
856.7213,58.54472511
857.2035,58.26900153
857.6855,58.02711318
858.1677,57.77361377
858.6498,57.5337067
859.132,57.26916247
859.614,57.03510152
860.0962,56.78628803
860.5782,56.5413203
861.0604,56.29170528
861.5425,56.01971178
862.0247,55.77758783
862.5067,55.51467575
862.9889,55.26160439
863.4709,55.00587498
863.9531,54.72817737
864.4352,54.45178984
864.9174,54.18622063
865.3994,53.91094256
865.8816,53.61996263
866.3636,53.33212468
866.8458,53.04659937
867.3279,52.74072763
867.8101,52.44860998
868.2921,52.14138181
868.7743,51.8482188
869.2563,51.56021621
869.7385,51.24130538
870.2206,50.92652901
870.7028,50.62051994
871.1848,50.32184285
871.667,50.00163892
872.149,49.69393081
872.6312,49.40275997
873.1133,49.07971391
873.5955,48.75183167
874.0775,48.45527324
874.5597,48.15093634
875.0417,47.82744056
875.5239,47.52353291
876.006,47.19673719
876.4882,46.86842092
876.9702,46.53343885
877.4524,46.21425688
877.9344,45.87887493
878.4166,45.53975277
878.8987,45.20859061
879.3809,44.88502364
879.8629,44.52018815
880.3451,44.17199656
880.8271,43.81010097
881.3093,43.45412714
881.7914,43.09456099
882.2736,42.72510526
882.7556,42.35119366
883.2378,41.97267398
883.7198,41.6086843
884.202,41.212257
884.6841,40.83955966
885.1663,40.4816025
885.6483,40.11417119
886.1305,39.72776668
886.6125,39.36152675
887.0947,38.99056157
887.5768,38.6137441
888.059,38.23516942
888.541,37.84550626
889.0232,37.45512553
889.5052,37.10376147
889.9874,36.69139561
890.4695,36.29563255
890.9517,35.90611675
891.4337,35.4966013
891.9159,35.10852436
892.3979,34.69637366
892.8801,34.30646213
893.3622,33.89366191
893.8444,33.51439049
894.3264,33.10030154
894.8086,32.6822547
895.2906,32.28807447
895.7728,31.88184191
896.2549,31.47136828
896.7371,31.06222956
897.2191,30.6622327
897.7013,30.25048708
898.1833,29.84412688
898.6655,29.42010201
899.1476,29.01042534
899.6298,28.59551136
900.1118,28.17398354
900.594,27.76093812
901.076,27.34992945
901.5582,26.93185675
902.0403,26.48528246
902.5225,26.08420241
903.0045,25.63113647
903.4867,25.21870518
903.9688,24.80667092
904.4509,24.36139502
904.933,23.93971949
905.4152,23.50612974
905.8972,23.10257228
906.3794,22.67849994
906.8615,22.27733469
907.3436,21.85249113
907.8257,21.43446933
908.3079,21.05160652
908.7899,20.65396192
909.2721,20.24239483
909.7542,19.83484777
910.2363,19.41721448
910.7184,19.01163787
911.2006,18.6239893
911.6826,18.20486397
912.1647,17.78162387
912.6469,17.38279613
913.129,16.97046186
913.6111,16.56736975
914.0932,16.16239904
914.5753,15.77024869
915.0574,15.36598439
915.5396,14.97749579
916.0217,14.59536585
916.5038,14.19104359
916.9859,13.79586432
917.468,13.4093762
917.9501,13.02275718
918.4323,12.65990591
918.9144,12.30090917
919.3965,11.93194128
919.8786,11.56277574
920.3607,11.19978908
920.8428,10.86850051
921.325,10.49737464
921.8071,10.17175328
922.2892,9.821460734
922.7713,9.497399105
923.2534,9.130036242
923.7355,8.827588727
924.2177,8.479752283
924.6998,8.169110755
925.1819,7.837830037
925.664,7.520686056
926.1461,7.220273428
926.6282,6.914436407
927.1104,6.598716776
927.5925,6.320772236
928.0746,6.021683124
928.5567,5.74688372
929.0388,5.491756212
929.5209,5.221690746
930.0031,4.961533268
930.4852,4.728601483
930.9673,4.469217905
931.4494,4.238341507
931.9315,4.013499674
932.4136,3.76494958
932.8958,3.549777154
933.3779,3.372856064
933.86,3.127651856
934.3421,2.934015271
934.8242,2.728690941
935.3063,2.552970596
935.7885,2.363906783
936.2706,2.198169227
936.7527,2.0327872
937.2348,1.867332545
937.7169,1.722401136
938.199,1.597388448
938.6812,1.444784181
939.1633,1.320451335
939.6454,1.208644035
940.1275,1.093876378
940.6096,0.999383566
941.0917,0.887157202
941.5739,0.798112302
942.056,0.734979125
942.5381,0.65313149
943.0202,0.589954594
943.5023,0.522277696
943.9844,0.473082176
944.4666,0.430437275
944.9487,0.409588794
945.4308,0.363937028
945.9129,0.356962792
946.395,0.349331123
946.8771,0.350227326
947.3593,0.372466824
947.8414,0.376205614
948.3235,0.416041834
948.8056,0.446657091
949.2877,0.483555043
949.7698,0.510470946
950.252,0.568025592
950.7341,0.641399838
951.2162,0.712271378
951.6983,0.804793948
952.1804,0.871747676
952.6625,0.980683701
953.1447,1.064465865
953.6268,1.170223642
954.1089,1.29686629
954.591,1.416558425
955.0731,1.568106436
955.5552,1.685541948
956.0374,1.822775373
956.5195,1.953710401
957.0016,2.107933211
957.4837,2.279887338
957.9658,2.424858968
958.4479,2.617318824
958.9301,2.778037973
959.4122,2.971662947
959.8943,3.153654487
960.3764,3.34824496
960.8585,3.544448482
961.3406,3.769367193
961.8228,3.968025532
962.3049,4.198776074
962.787,4.429421988
963.2691,4.662612225
963.7512,4.87074121
964.2333,5.119616029
964.7155,5.349381205
965.1976,5.593106982
965.6797,5.857874836
966.1618,6.092913117
966.6439,6.35801457
967.126,6.642586201
967.6082,6.902238847
968.0903,7.164359484
968.5724,7.440724498
969.0545,7.721508973
969.5366,8.020920201
970.0187,8.293193493
970.5009,8.613438341
970.983,8.911141919
971.4651,9.201780071
971.9472,9.517881505
972.4293,9.812734233
972.9114,10.10603009
973.3936,10.42493369
973.8757,10.71829871
974.3578,11.03322568
974.8399,11.34047746
975.322,11.66596689
975.8041,11.98136745
976.2863,12.29827429
976.7684,12.62408645
977.2505,12.95306457
977.7326,13.26354086
978.2147,13.59096816
978.6968,13.90375038
979.179,14.23865812
979.6611,14.56635449
980.1432,14.88893441
980.6253,15.23900832
981.1074,15.56133651
981.5895,15.92108235
982.0717,16.23064831
982.5538,16.55667637
983.0359,16.90735071
983.518,17.25974375
984.0001,17.61767359
984.4822,17.92670275
984.9644,18.28116492
985.4465,18.64761992
985.9286,18.98274547
986.4107,19.30744439
986.8928,19.66279879
987.3749,20.002002
987.8571,20.3583542
988.3392,20.70003407
988.8213,21.03464127
989.3034,21.37339986
989.7855,21.73072252
990.2676,22.07716947
990.7498,22.43471582
991.2319,22.7475634
991.714,23.10121427
992.1961,23.45195056
992.6782,23.76693608
993.1603,24.13032842
993.6425,24.44544481
994.1246,24.79995055
994.6067,25.12466921
995.0888,25.43276663
995.5709,25.76742491
996.053,26.10787991
996.5352,26.43716276
997.0173,26.75572836
997.4994,27.07150293
997.9815,27.40124658
998.4636,27.72056636
998.9457,28.04675738
999.4279,28.37567922
999.91,28.71018695
1000.392,29.01146975
1000.874,29.30161466
1001.356,29.64816385
1001.838,29.97403069
1002.321,30.30530357
1002.803,30.59315348
1003.285,30.90645523
1003.767,31.22992953
1004.249,31.55824826
1004.731,31.85469634
1005.213,32.14587349
1005.695,32.45274947
1006.177,32.72362707
1006.66,33.05425465
1007.142,33.33155514
1007.624,33.62421975
1008.106,33.93282637
1008.588,34.18743391
1009.07,34.4974479
1009.552,34.77984191
1010.034,35.05497493
1010.517,35.33117157
1010.999,35.61975446
1011.481,35.90777076
1011.963,36.1836393
1012.445,36.45157251
1012.927,36.7262499
1013.409,37.0071661
1013.891,37.28446564
1014.373,37.55037591
1014.856,37.81724177
1015.338,38.09201454
1015.82,38.34080438
1016.302,38.5905527
1016.784,38.86290893
